cab-bj-bgp-a3-07,41,3936,62976,984.0,98.4
cab-bj-bgp-a3-08,41,3936,62976,984.0,98.4
cab-bj-bgp-a3-09,41,3936,62976,984.0,98.4
cab-bj-bgp-a3-10,41,3936,62976,984.0,98.4
