ps-bj-bgp-a3-08-33,openstack-08-33,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.33,123.59.26.84
ps-bj-bgp-a3-08-34,openstack-08-34,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.34,123.59.26.85
ps-bj-bgp-a3-08-35,openstack-08-35,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.35,123.59.26.86
ps-bj-bgp-a3-08-36,openstack-08-36,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.36,123.59.26.87
ps-bj-bgp-a3-08-37,openstack-08-37,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.37,123.59.26.88
ps-bj-bgp-a3-08-38,openstack-08-38,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.38,123.59.26.89
ps-bj-bgp-a3-08-39,openstack-08-39,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.39,123.59.26.90
ps-bj-bgp-a3-08-40,openstack-08-40,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.40,123.59.26.91
ps-bj-bgp-a3-08-41,openstack-08-41,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.41,123.59.26.92
ps-bj-bgp-a3-08-42,openstack-08-42,96,1536,cab-bj-bgp-a3-08,4,4,192.168.8.42,123.59.26.93
ps-bj-bgp-a3-09-02,openstack-09-02,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.2,123.59.26.94
ps-bj-bgp-a3-09-03,openstack-09-03,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.3,123.59.26.95
ps-bj-bgp-a3-09-04,openstack-09-04,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.4,123.59.26.96
ps-bj-bgp-a3-09-05,openstack-09-05,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.5,123.59.26.97
ps-bj-bgp-a3-09-06,openstack-09-06,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.6,123.59.26.98
ps-bj-bgp-a3-09-07,openstack-09-07,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.7,123.59.26.99
ps-bj-bgp-a3-09-08,openstack-09-08,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.8,123.59.26.100
ps-bj-bgp-a3-09-09,openstack-09-09,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.9,123.59.26.101
ps-bj-bgp-a3-09-10,openstack-09-10,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.10,123.59.26.102
ps-bj-bgp-a3-09-11,openstack-09-11,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.11,123.59.26.103
ps-bj-bgp-a3-09-12,openstack-09-12,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.12,123.59.26.104
ps-bj-bgp-a3-09-13,openstack-09-13,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.13,123.59.26.105
ps-bj-bgp-a3-09-14,openstack-09-14,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.14,123.59.26.106
ps-bj-bgp-a3-09-15,openstack-09-15,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.15,123.59.26.107
ps-bj-bgp-a3-09-16,openstack-09-16,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.16,123.59.26.108
ps-bj-bgp-a3-09-17,openstack-09-17,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.17,123.59.26.109
ps-bj-bgp-a3-09-18,openstack-09-18,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.18,123.59.26.110
ps-bj-bgp-a3-09-19,openstack-09-19,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.19,123.59.26.111
ps-bj-bgp-a3-09-20,openstack-09-20,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.20,123.59.26.112
ps-bj-bgp-a3-09-21,openstack-09-21,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.21,123.59.26.113
ps-bj-bgp-a3-09-22,openstack-09-22,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.22,123.59.26.114
ps-bj-bgp-a3-09-23,openstack-09-23,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.23,123.59.26.115
ps-bj-bgp-a3-09-24,openstack-09-24,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.24,123.59.26.116
ps-bj-bgp-a3-09-25,openstack-09-25,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.25,123.59.26.117
ps-bj-bgp-a3-09-26,openstack-09-26,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.26,123.59.26.118
ps-bj-bgp-a3-09-27,openstack-09-27,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.27,123.59.26.119
ps-bj-bgp-a3-09-28,openstack-09-28,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.28,123.59.26.120
ps-bj-bgp-a3-09-29,openstack-09-29,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.29,123.59.26.121
ps-bj-bgp-a3-09-30,openstack-09-30,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.30,123.59.26.122
ps-bj-bgp-a3-09-31,openstack-09-31,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.31,123.59.26.123
ps-bj-bgp-a3-09-32,openstack-09-32,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.32,123.59.26.124
ps-bj-bgp-a3-09-33,openstack-09-33,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.33,123.59.26.125
ps-bj-bgp-a3-09-34,openstack-09-34,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.34,123.59.26.126
ps-bj-bgp-a3-09-35,openstack-09-35,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.35,123.59.26.127
ps-bj-bgp-a3-09-36,openstack-09-36,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.36,123.59.26.128
ps-bj-bgp-a3-09-37,openstack-09-37,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.37,123.59.26.129
ps-bj-bgp-a3-09-38,openstack-09-38,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.38,123.59.26.130
ps-bj-bgp-a3-09-39,openstack-09-39,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.39,123.59.26.131
ps-bj-bgp-a3-09-40,openstack-09-40,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.40,123.59.26.132
ps-bj-bgp-a3-09-41,openstack-09-41,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.41,123.59.26.133
ps-bj-bgp-a3-09-42,openstack-09-42,96,1536,cab-bj-bgp-a3-09,4,4,192.168.9.42,123.59.26.134
ps-bj-bgp-a3-10-02,openstack-10-02,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.2,123.59.26.135
ps-bj-bgp-a3-10-03,openstack-10-03,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.3,123.59.26.136
ps-bj-bgp-a3-10-04,openstack-10-04,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.4,123.59.26.137
ps-bj-bgp-a3-10-05,openstack-10-05,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.5,123.59.26.138
ps-bj-bgp-a3-10-06,openstack-10-06,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.6,123.59.26.139
ps-bj-bgp-a3-10-07,openstack-10-07,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.7,123.59.26.140
ps-bj-bgp-a3-10-08,openstack-10-08,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.8,123.59.26.141
ps-bj-bgp-a3-10-09,openstack-10-09,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.9,123.59.26.142
ps-bj-bgp-a3-10-10,openstack-10-10,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.10,123.59.26.143
ps-bj-bgp-a3-10-11,openstack-10-11,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.11,123.59.26.144
ps-bj-bgp-a3-10-12,openstack-10-12,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.12,123.59.26.145
ps-bj-bgp-a3-10-13,openstack-10-13,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.13,123.59.26.146
ps-bj-bgp-a3-10-14,openstack-10-14,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.14,123.59.26.147
ps-bj-bgp-a3-10-15,openstack-10-15,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.15,123.59.26.148
ps-bj-bgp-a3-10-16,openstack-10-16,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.16,123.59.26.149
ps-bj-bgp-a3-10-17,openstack-10-17,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.17,123.59.26.150
ps-bj-bgp-a3-10-18,openstack-10-18,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.18,123.59.26.151
ps-bj-bgp-a3-10-19,openstack-10-19,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.19,123.59.26.152
ps-bj-bgp-a3-10-20,openstack-10-20,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.20,123.59.26.153
ps-bj-bgp-a3-10-21,openstack-10-21,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.21,123.59.26.154
ps-bj-bgp-a3-10-22,openstack-10-22,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.22,123.59.26.155
ps-bj-bgp-a3-10-23,openstack-10-23,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.23,123.59.26.156
ps-bj-bgp-a3-10-24,openstack-10-24,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.24,123.59.26.157
ps-bj-bgp-a3-10-25,openstack-10-25,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.25,123.59.26.158
ps-bj-bgp-a3-10-26,openstack-10-26,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.26,123.59.26.159
ps-bj-bgp-a3-10-27,openstack-10-27,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.27,123.59.26.160
ps-bj-bgp-a3-10-28,openstack-10-28,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.28,123.59.26.161
ps-bj-bgp-a3-10-29,openstack-10-29,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.29,123.59.26.162
ps-bj-bgp-a3-10-30,openstack-10-30,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.30,123.59.26.163
ps-bj-bgp-a3-10-31,openstack-10-31,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.31,123.59.26.164
ps-bj-bgp-a3-10-32,openstack-10-32,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.32,123.59.26.165
ps-bj-bgp-a3-10-33,openstack-10-33,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.33,123.59.26.166
ps-bj-bgp-a3-10-34,openstack-10-34,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.34,123.59.26.167
ps-bj-bgp-a3-10-35,openstack-10-35,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.35,123.59.26.168
ps-bj-bgp-a3-10-36,openstack-10-36,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.36,123.59.26.169
ps-bj-bgp-a3-10-37,openstack-10-37,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.37,123.59.26.170
ps-bj-bgp-a3-10-38,openstack-10-38,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.38,123.59.26.171
ps-bj-bgp-a3-10-39,openstack-10-39,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.39,123.59.26.172
ps-bj-bgp-a3-10-40,openstack-10-40,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.40,123.59.26.173
ps-bj-bgp-a3-10-41,openstack-10-41,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.41,123.59.26.174
ps-bj-bgp-a3-10-42,openstack-10-42,96,1536,cab-bj-bgp-a3-10,4,4,192.168.10.42,123.59.26.175
